,0
10,이 점 양해부탁드립니다! 보통 시간 + @ 소요 됩니다!! :) - 지원자 마다 달라요!! 시간만에 끝나는... 대면첨삭이 어려운 분들!! 첨삭료 : 만원 (항목만 신청시 만원) &gt; 재주캐스팅 아이디어 회의 &lt; 분간... 
11,"물론 회의 전에 사업 관련된 내용을 한 번은 훑고 들어가겠지만~ 채택되는 아이디어를 위해선 더 깊숙한 이해가 필요! 보고 보고 또 보고 아무리 어려운 제안서, 보고서라도 최소 번 이상 읽으면 아하~! 소리가... "
12,비즈니스 아이디어입니다. 마케팅에 대한 배경은 없지만 그 분야에 관심이 있다면 지식과 기술을 익히기 위해 저렴한 온라인 코스를 수강할 수 있습니다. 마케팅의 가장 좋은 점 중 하나는 항상 진화하고 있다는... 
13,"온라인 회의, 원격 수업 등에 유용합니다. 선택 레노버 아이디어패드 Slim ITL PD는 가지 색상의... ^^ 마치며 최근 어려운 경기로 인해 중고 노트북을 알아보는 학부모들이 많다고 합니다. 괜찮은... "
14,매일 재미있게 계속하기 위한 가지 아이디어 歩きやすくなる季節に向けて、... 멀티태스킹 워커 マルチタスクウォーカー 매일 걷기를 습관화하는 데 가장 어려운 일 중 하나는 이미 꽉 스케줄에 포함하는... 
15,"주말마다 회의를 하며 디벨롭해 나가기로 했는데, 좋은 영감이 되길 바란다. 아이디어 감각을 키우는... 다른 분야의 사람들과 커뮤니티 구성하기 © elsethcat, 출처 Unsplash 쉬우면서도 어려운 것이 다른 분야의... "
16,사진: 술샘 제공 ⑦ 아직까지도 전통주는 대중에게 고루하고 어려운 술일 수 있다. 우리 술샘은... 왓챠의 인기 프로그램 〈좋좋소〉에서 사회초년생 주인공이 회사의 제품 개발 아이디어 회의 때 제안한... 
17,어떤 어려운 점이 있는지 등을 살펴보는 내용으로요. 주거복지나 청약과 관련된 부분도 다룰 수 있는... 제가 자문단 온오프라인 회의할 때 들이대겠습니다.(가장 참신하고 현실적인 아이디어를 제공해주신 한... 
18,"찝찝하게 마무리되거나 아이디어를 요하는 것들은 샤워를 하면서 잠이 들기 직전에도 머릿속에... 일을 하면서 어려운 점투성이지만, 그중 나에게 가장 어려운 점이 바로 '거절'이다. 모두에게 좋은 사람이 될... "
19,강남 회의실 아이디어가 샘솟는 남다른 공간이 있다? 강남 회의실 찾고 계세요? 신경 써야 할 게 참... 강남 일대 주차하기 정말 어려운 것 아시죠? 모드파티라운지는 연계된 주차장이 있어요! 일일 주차권도... 
20,"시민사회는 혁신적인 아이디어 제공과 모니터링 역할을 수행합니다. 이번 회의는 ‘포용적... 에너지 분야의 노력 없이는 탄소중립 달성이 어려운 만큼, 에너지 해법에 대해 경험을 공유하는 자리로... "
21,"[셀럽은 회의 중]은 넷플릭스 단독 코미디쇼를 제안받은 셀럽파이브 멤버들의 아이디어 회의를 담아낸... 해외 넷플릭스 팬들이 본다면 신선할 수는 있겠지만, 코미디가 어려운 것이 어쨌든 캐릭터와... "
22,"학생다운 아이디어(...) 제시 등이다. '미래 전문가 양성'으로 설명되는 참여단의 운영에는 시민 참여... 수요처와 발주처, 건축가의 좁혀 지기 어려운 입장 차이와 회의 중간 마다 담배를 피우던 건축설계 측... "
23,프로젝트를 진행하는 동안 어려운 점은 없었나요? 출처: unsplash  하령 : 기획할 때 팀원들끼리 의견이... 영기 : 일단 수료 후에는 복학할 것 같고 졸업 후에는 유망한 아이디어가 있는 스타트업에서 일해보고... 
24,매주 회의가 기대됐다. 더구나 내가 다니고 있는 학교의 캐릭터를 창작하는 기회가 주어진 것이니까!” “(전종범) 특별히 어려운 점은 없었다. 지도교수와 뛰어난 재능을 가진 모든 학생이 책임감을 갖고... 
25,함께 회의를 하면서 아이디어를 수정해나가며 이걸 당장 실현해도 할 수 있을 정도의 플랜을... 외교부는 가장 어려운 개념 (= 내가 처음으로 학술지에 게재한 논문 주제)을 클러스터에 녹여내기 위해 최선의... 
26,"© geralt, 출처 Pixaay 동기 신부와 이야기를 하다가 떠오른 아이디어를 남긴다. 성사는 대면으로 이루어지기에 가톨릭은 직접 만남을 강조한다. 그러다 보니 사제를 만나기 어려운 상황에서 사람들이 어디서... "
27,창의적인 아이디어를 많이 가지고 있는 것도 아니다. 그러나 그는 모든 회의에 초대된다. 사람들은 이... 문제 해결을 주도하기 어려운 저연차 직원들도 레퍼런스를 활용해 팀에 이바지할 수 있다. 찾아보고... 
28,기 대터뷰 [다현] #청춘 #아이디어 #유규선 [정민] #팀장 #엣프제 #휴학러 [은선] #아이디어뱅크... 라운드 미션 중 가장 어려운 점은 무엇이었나요? 기 대터뷰 [다현] 영상편집을 시작한 뒤로 정대우... 
29,뭐가 문제인지 잘 정리하는 것이 어려운 문제를 푸는 첫걸음 DBR 호 (년 월 Issue ) 넬슨P.리페닝... 학계 연구들은 기존 작업 방식에 새로운 아이디어와 기술들을 접목하는 능력이야말로 많은 리더 중... 
30,"회의였어요. 사실 그동안 마케터로서? 제품에 접근했다가 소비자로서 접근을 하려니까 여간 어려운게... 아이디어 회의결과, 려의 샴푸&amp;린스 제품 외관의 색상이 제품의 기능을 보여주지 못하고 있다는 점 (ex.... "
31,경진대회에 있었던 부족한 점 보안을 위해 다시 모였어요!!! 우선 아이디어 회의를 했습니다. 안건은 총... 컵 뚜껑분리 가능성 가장 어려운 부분이라 고민이 많이 가는 부분이었어요. 처음 제시했던 처음부터... 
32,원래 돈관리 회의록이 참 어려운 작업인데도 한번도 군말없이 열심 열심인 모습. 우리 볼터치 정빈이는 열띤 회의 속에서 자신만의 아이디어를 내놓습니다. 언제나 생각하는 모습으로 깊은 생각과 많은... 
33,저희의 월 아이디어회의 그 첫번째는!! 우리나라 스마트팜의 확대방안 농림축산식품부는 년부터... 교육이 어려운 농가를 선정하여 멘토를 파견하는 식의 지원도 필요하다고 생각됩니다. 현주팀원 현재... 
34,사실 저희 광고마케팅 업계에서는 아이디어 회의가 '삶의 일부'이기도 한데요. 이 아이디어 때문에 업무에서 어려운점이 발생하기도 해요. 항상 &quot;뭐 좋은 아이디어 없어?&quot;라고 묻는 상사의 말에 고개를 숙일때도... 
35,보자는 아이디어가 떠올랐습니다. 차회의에서는 차회의에서 도출한 미래상과 미래목표가 잘... 하는 어려운 환경에 직면할 수도 있겠다는 측면에서 도시기본계획 원칙으로서 중요한 내용이 될 것입니다.... 
36,"프로젝트를 진행하는 동안 어려운 점은 없었나요? 출처 : 픽사베이 수헌 : 저는 아이디어 회의가 가장 어려웠던 것 같아요.. 아마, 다른 팀들도 같은 어려움이 있지 않을까 해요. 저희는 빠르게 mvp를 출시하고... "
37,제인 구달은 본격적인 회의 전 상대방과 간단한 대화를 통해 공통의 화제를 찾아보라고 권유합니다. 상대방의 말에 귀 기울이면 자신이 몰랐던 아이디어를 발견하고 그 사람의 행동을 이해하는 데 도움을 얻을... 
38,"아이디어 회의 중 우연히 만들어진 명칭 ‘여가그가’ 어르신 놀이터가 만들어진 건 년 전으로... 운동기구 종은 격한 운동이 어려운 어르신들을 위해 소근육과 균형감각, 유연성을 높이는 목적이다. 놀이터... "
39,"카피 적기 (아이디어에 해당) . 타이틀 적기(내용) . 판넬 작업 . 영상 작업 등의 과정을 거쳐서 수업이 진행되었는데요 정말 어려운 수업이였던 것 같아요.. 정말 회의도 많이 했고, 교수님께 피드백도 정말... "
40,"아이디어 회의나 제작 단계에서는 한글로 커뮤니케이션하고 문서화를 했고, 제출 전 기획안을... 그래도 해결하기 어려운 문장이나 맥락은 영어를 잘하는 주변 지인분들의 도움을 받아 다듬었습니다. 물론... "
41,") 아이디어 없이 회의실에 들어오는 것은 무죄, 맑은 머리 없이 회의실에 들어오는 것은 유죄 ) 누군가... 지키며 회의하기란 여간 어려운 일이 아니다. 하지만 아예 불가능한 것도 아니다. 왜냐하면... "
42,개선 점 공유. 내일 워크숍 소개하기 오후 시 첫째 날 일정 종료: 핵심 프로젝트 팀은 오늘 만든... 회의실 한쪽 벽에는 어제 만든 아이디어들이 잘 분류돼 붙어 있을 것이다. 모든 참가자들은 작은 포스트잇... 
43,톡톡튀는 아이디어를 공유드리오니 많은 관심부탁드립니다. 안녕하세요  인천 Young MICE 리더... 잡기 어려운 신진 청년 아티스트들에게 활동 기회를 제공할 수도 있습니다! 행사 참여자들도 지금껏 기회가... 
44,항상 회의는 팀장님과 프로그래머 대리님의 대립으로 진행됐고 왠지 누구편을 들기 어려운 나는 항상 침묵을 고수했다. 그냥 그 때는 누군가의 아이디어가 좋고 다른 사람의 아이디어가 나쁘다고 얘기하는 것이... 
45,그때 아이디어 회의를 하며 그렸던 제품의 청사진이 지금 어느 정도 완성되어가고 여기까지 왔다는 것에 대해 감회가 새롭습니다. 그리고 그날 먹었던 바비큐와 술은 정말 꿀맛이었습니다. 추가로 처음... 
46,"주로 아이디어를 제품화하는 예비창업자, 스타트업 및 벤처기업이 이용하는데, 일반 시민도 이용할... 어려운 점은 없었나요? 담당자로서 다양한 프로그램을 하고 싶었지만, 코로나 사회적 거리두기로... "
47,"주차 회의 때까지 피피티를 만들었었는데 그걸 일요일, 월요일에 다 갈아엎었다. 모두 고생했지만 우리 피피티 팀 정말 눈물났다. 고생했다. 늦은 시간까지 확인해주고 아이디어 제시해준 다른 팀원분들도... "
48,나에게 아무리 재미없고 따분한 것이라도 인기를 끌고 있다면 거기에는 무언가 '좋은 점'이 있기... 개 가운데 단 하나의 아이디어를 골라내기는 의외로 어려운 일입니다. 좋은 아이디어와 그렇지 않은... 
49,아이들 아이디어는 개수가 적다고 좋은 아이디어가 나오지 않는다. 많은 아이디어들을 뽑아내면 그... 좋아해 회의 칭감사 좋았던 점 아쉬운 점 노OO: 모둠에서 자기가 맡은 일을 잘하고 있음 이OO: 급식을 잘... 
50,되었고 아이디어 회의는 꼭 팀원 회의를 통해 해서 개선해야겠다고 생각했어요! . 떨어진 ppt 완성도... P(직관형) 성격이 강한 저로서는 기획서를 시작하는 것보다 완성하는 게 제일 어려운 것 같아요! 세부적인... 
51,"가장 먼저 컨셉회의를 진행합니다. 팀별로 아이디어를 모집한 후, 중강당에서 중간발표를 시간을... 수월하게 회의를 진행하고 있습니다. 축제준비위원회를 진행하며 겪은 고충이나 어려운 점 있을까요?... "
52,"운영하면서 어려운 점이었다고 하면, 방대한 책의 내용을 장의 작은 이미지 안에 모두 넣어야 한다는... 아이디어를 구상하고 도전해 보는 경험들은 업무적인 성장, 개인의 커리어 발전에 큰 디딤돌이 될... "
53,창작물로 아이디어 자체는 보호되지 않으며 아이디어가 구체화된 표현을 보호하는 것이라고... 정기 회의’와 ‘[한반도평화포럼 월 월례토론회] 미리 점 쳐보는 위드 코로나 시대 한반도 평화 방향’을... 
54,예컨대 gather.town에서 방을 돌아다니며 회의를 하거나 누군가의 발표를 듣는 수준. 여기서의... &lt;온라인 회의 요결&gt; https:www.youtue.comwatch?v=fKgitEaFmd . (분) 앞의 내용 공유 . (분) 역시 타이머. 각자 자기가... 
55,"A : 제일 어려운 점은 시간이 굉장히 부족했습니다. 처음 도전해 보는 기술이다 보니, 시간이 부족하고 구현하는데 어려움이 있었습니다. 하지만 팀원들과 잠을 줄여가며 회의를 계속 진행했고, 많은 검색... "
56,아이디어도 언택트로 생생하게 전달해보세요! 로지텍 컨퍼런스 카메라 미트업(MeetUp) 화상회의와... 소규모 회의실에 적용하기 어려운 점이 많았습니다. 미트업(MeetUp)은 이러한 점을 보완하여 작아도 회의... 
57,"경제활동을 하기위한 과정에서 어려운 점 또는 극복경험은 무엇이었나요? 참석자 모두 활발한... 얻은 아이디어였기에 어느하나 중요하지 않은 이야기 없었는데요, 특히 이야기가 심화될수록 경력단절여성을... "
58,"이렇게 직선적이고 획일화된 가구들 속에서 창의적인 아이디어를 내기란 매우 어려운 일이다.... 회의를 자주 해야 하는 사람들이라면 O자형 가구에서 일하면 된다. 개인 물품이 많은 사람들은 F나 L, R자형... "
59,재택근무를 하는 분들은 가장 어려운 점 중에 하나는 바로 다른 팀원들과의 소통이다. 알로에서는 채팅 기능뿐만 아니라 코멘트나 화상회의 기능까지 원하고 있다. 자체 화상회의 기능도 지원하고 있고 ZOOM(줌)... 
60,"추구하기 어려운 상황에 있다는 점을 새롭게 알게 되었습니다. 안정적인 전력 공급이 어렵고 또... 못한다는 점 등을 고려해서, 보급 활성화와 구조 단순화가 이루어질 수 있는지를 염두에 두고 아이디어 구상을... "
61,"신간 &lt;브레이킹, 당신이라는 습관을 깨라&gt;를 준비하면서, 이리저리 궁리해 내놓은 아이디어들이... 당연히 엄청 어려운 일(=노력이 많이 드는 일)이고, 그래서 팔자를 바꾼 사람이 드문 것이다. 팔자를 못 고친... "
62,"‘평가 과정이 아닌’ 다른 과정에서 아이디어를 비판하거나 평가하게 되는 경우 회의가 진행되지 않아... 보기 어려운 차별성을 갖고 있다고 판단, 결정했다. 모두의 의견을 담을 수 있다는 사실을 배우는 데에... "
63,학년 이*석 아이디어 회의 때 부정적인 반박을 하기보다는 긍정적인 반응으로 더 창의적인 생각을...  어려운 상황에 부닥친 사람들을 도와가며 부를 이어갔던 최부자 가문의 역사가 인상 깊었다. 나도 남을... 
64,"실원들과 함께 ‘무’에서 ‘유’를 창조하는 일이기 때문에 짜릿하기도 하고, 때론 어려운 부분도... 유정 아이디어 회의를 시작하기 전에는 최대한 맑은 마음가짐으로 임하려고 합니다. 아이디어를 떠올릴... "
65,"겪는 어려운점, 글의 가장 핵심인 독창적인 아이디어 대해 이야기 하기 보단, 즉, 실질적인 도움보단... 끊임 없는 팀간의 회의를 통해 우리 J&amp;B가 처음부터 지향해 나가고자 했던 방향인 ‘고객만의 독창적인... "
66,아이디어는 어려운 게 아닙니다 BUSTA BUSTA 팀이 최우수상을 받기까지 수월하기만 했던 것은 아니었다. 박수인학생은 가장 힘들었던 부분에 대해 “필요 데이터들을 쉽게 이용할 수 없었다는 점”이라고... 
67,그렇게 된다면 모든 참여자가 충분히 회의를 준비하고 적절한 의견을 제시할 수 있다. 그리 어려운... 우리는 종종 회의가 끝나고 나서야 갑자기 아이디어를 떠올리기도 한다(프랑스에서는 이를 'L'esprit de l... 
68,":D 올해는 코로나바이러스감염증-로 국내외 참가자가 한 장소에 모이기 어려운 점을 고려해, 온라인 워크숍으로 진행됩니다. 이는 월 일부터 일까지 시간 동안 국내외 참가자가 화상회의 프로그램 및... "
69,"된 점, 보완해야할 점을 적어 활동 보고를 하였고, 미숙했던 첫 활동에 비해서 단원들의 만족도 상승, 점점 나아지는 모습 등을 예로 들며 개월 간의 활동이 ‘고진감래’와 같았다고 표현했습니다. 회의록을... "
70,"은근히 어려운 점이 있었어요. 중학생들의 입장에서 주식과 투자에 대한 교육을 바라보게 된 계기가... 줌회의 내용 정리, 브이로그 촬영, N돌핀 굿즈 제작 아이디어 제안 등 여러 활동을 했답니다 ㅎㅎ... "
71,"여러분들의 직장에서 회의 분위기는 어떤가요? ) 다른 의견을 내기 어려운 분위기 ) 허용적이지 않고... 서로 의견을 내며 활기찬 분위기에서 아이디어를 체계화 할수 있는데요. 누구의 의견이 맞다, 안맞다가... "
72,정세가 어려운 상황일지라도 통일을 위한 준비와 논의가 미리 이루어져야 이후 국제정세가 변화하였을... 확보한다는 아이디어는 매우 참신하고 의미 있는 논의였습니다. 그러나 우리 사회의 남남갈등 상황을... 
73,그래서 회의주의자라고 하면 대하기 어려운 사람이라고 여기기 쉽다. 그러나 회의주의자에 대한 이러한... 회의주의자는 기존의 정설과 새로운 학설 사이에 기존 체재에 대한 전적인 신뢰와 새로운 아이디어에... 
74,그다음에 아이디어 회의하면서 경환님이 인공지능을 하고 싶어 하셨는데 그 부분이 잘 맞아서 팀 빌딩까지 이어졌습니다. 이후에 하늘님이 팀에 지원을 해주셨는데 대화를 나눠보니 같이 서비스를 만들어가면... 
75,"보기 어려운 단순 장난과 잡담으로 시간을 보내는 아이들이 있고, 분위기가 그 쪽으로 흘러가는... 시 #아이디어 회의&amp;고쳐쓰기 #비경쟁평가(좋은 점) 어제 &lt;협동 시 쓰기&gt;를 통해서 초안을 잡았다. 재미 있는... "
76,"알기 쉬운 우리 명칭 : PG 정상회의가 개최 회째를 맞는 신생 이니셔티브인 점 및 PG 명칭 직역 시 국문 명칭이 길고, 직관적 이해가 어려운 점 등을 고려하여, 행사 의의 및 성격을 드러낼 수 있는... "
77,"구축하면서, 어려운 점은 없으셨는지요? 직원 A : 사실 페이퍼리스 회의에 최적화된 오피스를... 그 덕분인지, 전보다 직원들이 생산적인 아이디어도 많이 내고, 참여도도 높아졌고요. Previous image Next image... "
78,"출처:서울시청 [내 손안에 서울] 조별과제, 창업 전 아이디어 회의, 동호회 모임 등 머리 맞대고 나눌... 전국 단위의 회원들이 모인다거나 모일 시간 맞추기 어려운 분들이라면 기차역에서 모여 바로 회의를... "
79,"같은과, 동갑내기 친구들끼리 하면서 어려운 점은 없으셨나요? 물론 의견충돌도 있었지요. 세명이... 학회의 같은 조에 편성되어 있던 사람들과 팀을 구성하였고, 아이디어 회의를 지속적으로 하다 주제 선정... "
80,"여러가지 아이디어를 제안해주셨습니다. 세번째 논의사항! - 시민연구반 회의 운영방식 제언... 민감하고 어려운 주제이므로 민원문제, 관련 기술, 법, 규제 등 다각적인 논의를 요한다고 입을... "
81,"각종 아이디어들을 이해하기는 좀 어려운점이 있지만,그림,사진,제품들이 진열되어 있어 자세하게 알아볼 수 있는 부산 벡스코 오디토리움에서 개최되는 IWA 세계물회의 전시회에 대한 소식입니다.... "
82,온라인 회의 시 중요한 아이디어 혹은 보호해야 할 의견이 있을 경우 AREA의 이 보호 기능을 쓴다.... 해서 이 온라인 회의 구조 설계는 단시간에 숙련할 수는 없다. 그렇다고 어려운 일도 아니다. 이... 
83,"어려운점, 불편한점 있으세요? 대구의 미래, 우리 함께 고민해봐요. ▲ 소통 아이콘 시민원탁회의... 소통 아이콘 시민원탁회의 전문가가 아니어도 상관없습니다. 톡톡튀는 아이디어는 자유로운 토론 속에서... "
84,각 기업마다 기업에 관한 간략한 소개와 창업을 하게 된 동기와 과정을 설명하고 창업 시 어려운 점... 나는 아이디어 하나로 사업을 시작했다 저자 박유연 출판 원앤원북스 발매 ... 지은이 서울대... 
85,"그래서 회의를 초점화 했다. 월 일(월)에 학년 체육대회를 한다. 절반은 교사가 준비하고, 나머지 절반은 아이들이 준비할 수 있게 할 계획이다. 우리 반 아이들이 진행할 활동 아이디어를 모았다. 다음 주에... "
86,좋은 아이디어로 만들기 위해서는 좋은 질문이 필요하다는 당연한 이야기지만!!!! 정말 어려운... 분 이상~ 산책을 나가든 서서 회의하든 한번 환경을 변화하고 아이디어를 내 보세요! (효...효과적입니다) 하루... 
87,그런데 사실 회원들이 많아지면 관리하는 데도 어려움이 있을텐데 동아리 운영에 어려운 점은 없나요?... 혼자서 하는 작업이 아니기 때문에 팀원들끼리 모여 자료조사한 걸 취합한 후에 아이디어 회의를... 
88,점이 어려운 숙제였던거죠. 아예 모든 시설을 백지화시켜서 진행한다면 그만큼 비용이 많이 들겠지만 ..... 그리고 그 아이디어가 충분히 경쟁력이 있을것인지... 또 가장 중요한 점... 군산 신랑신부님들이... 
89,"그냥 네 명이 모여서 자기들끼리 아이디어 회의하면서 웃다가 끝납니다. 기승전결도 없고 서론, 본론, 결론도 없습니다. 줄거리를 소개할 수 없는 점 양해 부탁드립니다.  구독하기 '볼거리 (눈으로 하는... "
90,"아이디어를 생각할때 막상 시작하면 막막하고 어려운거 같다면? 지금부터 뉴트리라이트 캠퍼스... 공모전을 하게되면 주로 팀으로 아이디어 회의 과정을 거치는데, 폭풍이 몰아치듯 아이디어를 낼 수 있는... "
91,창의적 ‘아이디어’로 효율적인 안전실천 이곳 현장은 특별한 공법을 요하는 공정이 없어 겉으로는... 이는 신규근로자나 장비에 대한 문제 등이 발생했을 경우 사전 통제가 어려운 점이 있었기 때문이다.... 
92,"과정 오리엔테이션, 보고 시 어려운 점은 무엇인가요? . 비즈니스 글쓰기(문서작성)은 상사가 '왜... 상사는 '아이디어' '심층적인 분석' '문제의식과 해법' '정보 보고'를 매시간 기다린다 : 보고... "
93,관한 아이디어 등을 활발하게 제안했습니다. 이후 분임토의를 통해 올해의 시·도별 주요 사업과... 정상적인 활동이 진행되기 어려운 상황이 발생했을 때에도 협의회가 운영될 수 있도록 화상회의를 시행해야... 
94,구성원들이 어려운 이슈를 제기하는데 용기를 얻게 된다. 초안인 자신들의 아이디어들을 공유하는... 변화에 도움이 되는 점 점수 기대하는 변화 변화에 방해되는 점 점수 아이디어 아이디어 아이디어 합계
95,참신한 아이디어와 레시피 공유로 새로운 급식을 제안하는 선진FS 서울 급식영업팀 “보다 다채로운... 물론 업무에 어려운 점도 있다. ‘대면 접촉 홍보 행위 금지’ 조치 때문에 작년부터 영업 활동에... 
96,나오기 어려운 여러 경험이 의도치 않은 조합을 탄생시킨 것이라는 정도이다. 그만큼 의도치 않은... 반복되는 회의로 아이디어가 고갈되어 있다면 한 번 함께 우아한 시체를 만들어 보자!... 
97,이어지는 아이디어 회의에 참석하며 시간을 아끼지 않고 열심히 준비하고 있는 대한민국 대학생! ▲ 제... 많은 인간관계들을 가져보면서 항상 어려운건 자기소개가 제일 어려운거 같아요. 뭔가 저를 한마디로... 
98,"것이 어려운 고민이 아니었습니다. 하지만 년 외환위기 이후 이런 일은 힘들어졌고, 소득 격차가... 형식적인 회의들이나 자리들이 대부분으로 참가자들이나 청년들의 의견을 듣고, 좋은 아이디어들이 사장... "
99,"&lt;장려 아이디어&gt; ▪ (주민센터-우체국 배달 연계) ①건강보험료 합산액 등을 활용하여 기초생활수급자, 의료급여 수급자 등 경제적으로 어려운 대상자는 우체국을 통해 무상 공급, ②거동이 불편하여 직접... "
100,"EPP, AIA, EWJ, DXJ 등 해당 [BondTalk] FOMC 시나리오와 트레이딩 아이디어 - 월 FOMC 회의에서 기준금리... 판단이 어려운 경우도 발생 - 따라서 실적 등 펀더멘털 점검 및 등급조정 검토요인(Rating Trigger)에... "
101,더 어려운 미션이 아닐 수 없겠습니다. 때문에 수시로 담당자분들께 도움을 요청하여 피드백을 받고... 물론 지금은 다시 회의중입니다 ㅎㅎ 저는 끝까지 최선을 다하려구요~ 과연 아이디어리그 결과가 어떻게... 
102,"건 어려운 일이었다. 그럴싸한 아이디어를 내놓겠다는 욕심을 버리기로 했다. 떠오르는 아이디어가... 이전까지 리더란 회의에서 주도적으로 아이디어를 내는 사람이라고 생각했는데, 보다 뛰어난 리더는... "
103,스타트업들이 입주한 공유오피스들은 창의적인 아이디어를 나누고 소통을 활발하게 하기 위한 공간이... 등 어려운 점이 많다고 하셨습니다. 실제로 이러한 점 때문에 대부분의 창업은 소프트웨어 쪽에... 
104,"(TMI 포함) 이 책을 읽으면 다양한 문제 해결 방법에 대한 아이디어를 얻을 수 있어서 좋았는데, 약간의 아쉬움이 있었다. 읽는 내내 곳곳에서 문장의 어색함이 느껴지는 부분들이 많았다. 이해하기가 어려운... "
105,탁월한 아이디어를 창출하고 해결안을 제시하는 것은 쉬운 일이 아니다. 그렇기 때문에 동일 사안에 대한 회의가 반복된다. 이것은 첫 번째 제기한 회의 참가자들 능력의 문제이기도 하지만 회의를 진행하는... 
106,"것이 어려운 학생들이 있을 수 있는데, 그런 학생들을 위한 친절한 장치라고 생각했다. 실제로 운영을... ⑧ 비대면 학급회의 아이디어 '다름을 받아들이고 인정하기'는 학급회의로 학생들을 초대할 때 자주... "
107,"물론 이번 웹 예능은 셀럽파이브가 펼친 코미디쇼를 위한 아이디어 회의 과정을 담아내는 것이기에... 아쉽고 어려운 와중에 김신영의 썰 풀기, 성대모사는 역시나 나를 큰 육성으로 웃게 만들었기 때문이다.... "
108,"호주 정부의 제재가 완화될 때까지 외부 활동이 어려운 상황에서 온라인 회의를 통해 참신한 아이디어를 발굴하고, 유튜브를 활용한 평화통일 릴레이 메시지 전달, 북한 알리기 행사 등을 계획 중이다. 한편... "
109,"하지만 중간관리자들은 이 의사결정 모델을 머리로는 잘 이해하나 행동하기는 어려운 것으로 생각한다.... 관리자는 말하고 싶은 아이디어나 사실이 있을 때, 적절한 질문을 던질 필요가 있을 때, 의사결정... "
110,"다양한 아이디어가 집약한 차별화된 컨셉 및 인테리어도 조성되어 있으며, 코로나  영향 없는... 아난티, 소노호텔 그리고 리조트 등 회원권 성수기 사용시 동해권 및 주말사용이 어려운 점이 많지만 당... "
111,"훔치고 싶은 기술이었지만 그러지는 못했...다만 항상 뭔가 상대에게 하기 어려운 얘기를 할 때는 그... 갈등 등에 대해 보고하고 피드백을 받는다. 이외 콘텐츠 릴리즈 회의, 기획 회의, 아이디어 회의"
112,대한 아이디어를 공동으로 내어놓는 회의 방식의 집단사고 방식이다. 브레인스토밍은 년 BBDO... 어려운 아이디어 발상법이 아니여서 한 번 정도 남의 도움을 받아 해보셔야 익숙해지는 발상법입니다. 근데... 
113,"레노버 아이디어패드 Slim-IIL D 모델을 살펴보도록 하겠습니다. 디자인 및 사양구성품 세대... 내장 그래픽은 고사양 D 게임을 플레이하기에는 어려운 정도로, 롤 등의 가벼운 게임은 무리 없이... "
114,"“기획 회의는 월에 회입니다. 명 정도의 사원이 아이디어를 가져오고, 토론을 하면서 결정해... 하는지가 어려운 점이었습니다만, 담당자가 세세한 부분을 만드는 아이디어를 많이 가지고 있었습니다.... "
